review,sentiment
It's a curly hair day today... I must say i'm not lovin it so much.  maybe it's because i got ready in a hurry and there's a lil bit o ...,0
Eating at Louie's. I miss @keithajackson. ,0
@slurringrhythms it's where the person I'm currently dating/together with lives ,4
Good Morning World!! Shout Out to My Momma Its Her Birthday Today ,4
Laying in bed. And just came up with the idea of getting my hair done for summer-time! Any suggestions? It's just black right now. ,4
one month to go before my bday! turning 23 ,0
@officialnjonas http://twitpic.com/6uohm - NOOO! i dont want you with miley ,0
@isinuyasha congratulations! how many mistakes? or none at all? ,4
@aggieastronaut:  Adiabatman!?!?!  Great superhero name  - but what kind of costume does he wear?  One with a tropospheric utility belt?,4
this just hit me...not this week but next week is the last week of american idol ,0
@Director_Matt Is this really you? The &quot;stellar&quot; sounds like Carrie. Did she crack into your account? ,4
i don't know what happened. but ever since the last week of may...something changed about you.  :| :,0
Catching up on my twitter stuff.  ,4
@ericaarielle YOU GOT TIX??? ,4
"Twitter Still hasn't fixed the bugs, still haves to wait. ",0
Ello luvh's.  Today's like my first day! So if you could help me out with a few minor details along the way that would be grrr-eat!,4
@Iyarchie Haha. But usually the first few days of a new semester is fun! Enjoy high school John! It's fun ,4
@mliis It has been and still is fun! lol I love you chicken  xxx,4
@JonathanRKnight I appreciate your honesty. Although I hate to see &quot;the ride&quot; end. I know it can't go on forever. ,4
It's going to be a long day ,0
@oCLAREo harty har.  just felt like blowin' up yo phone with some tweets.,4
isPlayer Has Died! Sorry ,0
Next time I decide to lay in the pool all day im definitely using lots of sunblock... got a killer sunburn today ,0
@giugarritano I haven't anything to do and you aren't here. What can I do alone?  Miss you sweet. Wanna see you soon. Love ya. xx,0
Shopping ,4
"@chelseasymone i would get on now , but i'm not feelin good and i have class in the morning  so soon for sure i miss your face prettygirl",0
@MyFreeBingo MyFreeBingo My #'s for Monday (6/1/09): 3-7-11-24-31-44-56-61-66-69-72-77-79-80-81-84-87-90-94-99 Is this right??? ,4
all I did tday was wathchin' videos n now I'm getting a headache ,0
@pajamy Please get on soon... I need you. I want to come see you in Germany  Sighface.,0
@butterflykate Haha... it's got absolutely NO meat in it ... at all... ,4
"WHY can't I sleep any more? I stayed on the phone with Jewls for eight hours, and then went to bed at five and woke up at nine. ",0
I always wake up early on a Saturday it's rubbishhhh ,0
"Still no response, she still not responding  I will never ride on another motorcycle again EVER!",0
Can't understand how this work's lol? Can any1 pls email me at fem7177@yahoo.com.au Thanx ,4
Upset my apple is delayed!  Bummer. ,0
i hate being a woman sometimess  dam u *shakes fist*,0
Chinese food with the fam n then go home to study for soc exam. Joyy. Wish i culd hang @bo0cakes new spot instead! ,0
@Blatter you've done well ,4
@_rachaelll I thought you were going to like walk around dalmuir park  not go to the cinema. I woulda bullied my mum to not make me go out,0
Relaxing with L&amp;D! Hope everyone has a fun and safe Saturday night. Movie night tonight... ,4
On my 4th attempt to download iPhone 3.0. It keeps timing out. ,0
@SerendipityJane goodnight to you in Belgium...have a sweet one ,4
"headache, again. just like yesterday ",0
in pain... and sun burnt. every part of my body is killing me. ,0
Hayfever is starting to kick my ass ,0
It seems as if I go to Chili's every month!  Yum...,4
"@Passacaglia32 Thanks for the follow, I followed back.   Are you originally from Grand Rapids?",4
is it poss to change form pass/nopass to a grade now.... ,0
"@PGH1967 forget garage, just watch Lions ",4
@Mlblay29 @InFaMoUsTrAg  practice safe sex please ,4
Interview went pretty well. Should know in a few days. Dad will be here in 5 days! ,4
@aunt_bunny whats wrong? ,0
@sumardi yerp! OMG! u're in too.. great! now i can ask u in real time conversation ,4
Thanks to all of my Facebook farts who sent me the score disguised as a friendly e-mail ,0
"@Cranialstrain In Apple Mail, the RSS comes through with a couple of lines and then you click to visit the blog. Sorry ",0
@eponymouscom How'd you get your hands on that? It's not on the myspace page... ,0
@JonathanRKnight Isle or window seat? ,4
"Knee hurts, bored ",0
"@JohnLloydTaylor  are you missing Argentina ? Argentina is missing u so much, come back soon ",4
not sure if i'm ready to say goodbye to summer  just thinking about coron in a few weeks! yay!,0
@gotseoul I want a vacation too!!! ,0
"Okay assholes, everybody stop talking about all the fun awesome things you are doing today! I am stuck at work ",0
booo. @alexalltimelow went live but my mom was using my laptop so i couldn't watch. ,0
@StewartKris I'm sorry you got hacked ,0
So I'm allergic to apple sauce??? Come on!!  WTF will I eat then??,0
"@varunm Dude, let's keep those feelings in check shall we  We're not blaming you yet. We have enough suspects in our own country.",4
relaxing at san's place! ,4
I love my freakin tatoo!!!! I want to show it off but its totally not in a place where it can be casually seen.  lol its still sexy woo h,0
Drawing next Finn-Strip. It might be up soon ,4
"@xnikki770  Welcome to the KCstreetteam twitter. Thanks for following, come join kellyville  www.kckellyville.com",4
Trip to castle turned into a 60 mile round trip with the kids being sick in the back of the car ,0
@br1tterz yeah it's going to be saweet! You gotta get a 360 ,4
@ilovethepink1 thanks for rubbing it in my face jamie! ,0
@kieranscott beautiful disaster is amazing  finished it in like an hour an a half. loved the ending. can't wait for suspicion in sept ,4
"Heading home early. I am such a grandma, but i have a stomache ache. ",0
Yes we are.. ,0
@ComeOnYouReds could you get me an educational discount too   I bought mine just before last year of uni...nearly 5 yrs old!,4
"I haven't felt this bad, in a whileeee ",0
my grandma is in an extended care home now..  fucking cancer,0
@vicki_xx  have ya gt new version of wl book?,0
@itschelseastaub congrats on the teen choice nomination girrrl!!!  i tried calling you today but couldnt get through. lame!,4
@connoraa leave it alone  come hear and you can be slow too lol.,0
@TigerByName is it all of 15 degrees there? ,4
@theBrandiCyrus ,4
trying to get wlan drivers working on ubuntu is like being in the bad old days of RedHat 6 ,0
Woop Woop!! It's Sunday already!!! Emirates stadium (read: free bar)... here we come!!! Viva la Perry!!! ,4
@Fearnecotton i love the jonas brothers they actually HAVE to be in the charts ,4
M25 at a standstill westbound after A12...   http://twitpic.com/552nm,0
"@perezhilton Whoa. I thought Madonna's a superhuman! ) Aww, be well Madge ",4
@rachaely57 haaahaaha your present searches are obv the best and most productivr ,4
"@Bissettie They throw it away, like they throw away all their used medical equipment. ",4
@brownowl100 weve told you before any of the avenue boys are welcome anytime  Sammy and Sophie say you can all do thorpe park then roast!,4
"@LisaNoelRuocco aw, you're leaving. But glad you had fun here  come back anytime with the guys ",4
spongebob-effect ?? :-o ,4
"@pauliniunia i saw it,its cool  wow,Niley is baaaack ",4
"its summer , but it rains all the time . it sucks :S ",0
no time to read the new tweets...  gonna do it later,0
Monday  I am working... i want to go to vacation!,0
as usual ... cooking what I hate ,0
"had SUCH a good time last night, and has finally recovered ",4
@JameshasFish after I graduate  I already have a maybe from my old firm by Hilton Head... I doubt I'll get to stay in ATL,0
@jonasbrothers http://twitpic.com/624qo - Your Dog is Gorgeous   Happy 1st Birthday.,4
@ElleySPN hey everybody is hiding and twitter is not being very fun right now ,0
I have 3 peeps that didn't turn in this week's assign. I'm on the last of 18 that I have to grade. I may get to bed b4 midnite. Maybe... ,4
"@bruno_the_kid failure yesterday  sorry, ahaha",4
@MattWRoberts  sad thing is we ALL knew punk was gonna cash in tonight.... we could see it coming,0
is Jealous that everyone is at the Transformers 2 premier... I wish i was ,0
@NoBarb I am lost. Please help me find a good home. ,0
is hoping that today is a great one since Curtis is home... even though it looks like rain ,0
Sad week in Hollywood. Farrah and Ed within days of one another ,0
missing awi so soooo badly ,0
"@yoginifoodie WEll, thanks, lol- want some?  ",4
"Set Patrick's new puter up. It's powerful enough for him to do some serious recording, and remixing on his own. ",4
@mmelissssssaa hi i miss you  BTW I REALIZED I CAN TEXT YOU AT CAMP CAUSE JARED IS BRINGING A PHONE!!!!! ,0
@ my cousins ,4
@ces1982  Thanks!  I needed that!  Actually had to go to a meeting!  Now gotta go look at more clothes!  ,0
@willyanthony @moorerichard @eshapley @SouthMicro @SouthMicro @sydmusic @dataslayer @travellightsam @OurKnickknacks Thanks! ,4
tear im gonna miss chlo and aaaaacattyisamazing when u guys leave.... ,0
"@Elliethinks i know how you feel, i want summer to come nowww  ",0
@msbaraja I haven't posted them yet... ,0
"i feeeeeeeeeeeeeeeel really really cold.  but, i found my superman tshirt - yay!",0
@djreflex I am   I'm working on a pic of you to go up on my new site... I'll let you know when it's up and running!,4
@KarleighRae  lol @ wanting to stalk famous people! its ok look who im following ,4
Made $100 in one weekend of babysitting.  sooooo good.,4
"Searching through names....  I love the name Molly Pop, but its already in use ",0
"i can barely talk and my ceiling fell down last night, but all is well because I'm finished with 2 classes!!! ",4
I fail at Twitter so hard. ,0
@iamdiddy I'm up with ya... but it's almost 2 p.m. here so I guess that doesn't count... ,4
"@IllusiveMcSorly No, had about 2 hours sleep last night so none of my muscles want to work  haha",0
"I suppose I'd better get up then, off to see Coraline 3-D in a bit. Looks like a missed a fine morning for archery, but no-one rang me ",0
@SusanneUre I think you mean Naomi Wolf..not Klein! ,4
@FizzyDuck Thanks for giving me something TO reTweet ,4
"@geehall1 I SAVE the money for a train fair.  I really want to visit some of the Melbourne gardens, maybe walk a rail trail or two",4
@lizTWTS3 I'm bouta CRY! ,0
Good news is that it's almost the bank holiday weekend. Bad news is that I'm working tomo ,0
"@SuperEddie Thanks. Yes, I'm trying to find the most effective, appealing, sort of non-invasive way to get people to read literature. ",4
is at workk feeling like shit. I hate being sick ,0
Only a few more days til The Hangover! ,4
lost a follower. sad.  -n,0
@FrankieTheSats whats up with vanessa?  xxx,0
sand storm on the island today... not much to do ,0
it's snowing pink and white cherry flower petals outside ,4
"@chasonice you might want to try me, I can tell your daughter to clean her room without wearing your voice out. ",4
@JustElle I'm going to be the Duke of Cheese ,4
@YoungQ What up ROB!! I think that is so AWESOME that u guys blew the power out!!! ,4
@pinkSakuraDC Did you saw the weather? Saturday = rain ,0
http://twitpic.com/6emx5 - Stupid allgery testing!! My arm hurts pretty bad. ,0
I miss my old blackberry  I don't like the fonts on this.,0
@Nate_Volk I greatly appreciate any business or Twitter referrals you send my way! I am now subscribed to your 8 Weeks To Profit Feed ,4
Got two major pieces of work to finish by the end of the day. ,0
@alisonmacleod no puppy person followes me... How sad. ,4
someone follow me! ,0
Goooodmorning ,4
http://twitpic.com/6c9w6 - She's mine! ,4
@AJCann I think the same could be said when @wolfram_alpha was released ,0
"YAY, MYTHBUSTERS IS ON! HEEEEELIUM! TORY! LOVE! I live the most interesting life.. ",0
@DebbieannR well isn't that inconvenient  try their website www.brazilianblowout.com to see if they have any stylists in Puerto Rico yet!,0
@Latex_Lily Think yourself lucky... over here in the UK we have to wait until October or something... ,0
says tara! lets eat breakfast!  (headspin) http://plurk.com/p/yyqdo,4
@turquoiseteapot No Poirot this morning... ,0
@tayIorswift13 heey taylor... i love your song   ,4
Packing up suitcase. Flight leaves today. Aww...sad to say goodbye to the beautiful beach ,0
"Elva's babyshower todayyy with bran da man  it's a boy, stokkkedd! tonight should be good. hollerzz",4
